代號,名稱,FY,Key,Len,Page,Text
2812,台中銀,110,2812_110,1245,93,"事務處理速度。
(B)對外文字客服系統:提供客服更快速、更便利的金融服務查詢介面,並減少真
人客服作業負擔。
D.網頁應用程式防火牆建置專案:為強化本行網頁應用程式安全性,已完成網頁應
用防火牆系統建置作業。
E.機器人流程自動化(RPA):以RPA輔助日常人工作業,以達到高效率、高可靠性、
低成本的作業品質。
F.行動辦公室系統升級專案建置:使用前、後端分離架構,提供行動化簽核功能,
提供各部室高效率、高彈性、高可用性的應用系統服務,讓有權人員不再受制於
時間及地點,可進行內部系統作業之處理。
G.線上分行服務專區:建置「分行線上服務專區」,提供臨櫃開戶預填單功能,引導
有開戶需求客戶可先前往專區預填資料,提升客戶前置作業自主性,並提供網路
銀行、行動銀行相關線上申請服務,透過線上預填資料及繳件,有效減少客戶於
營業單位等待時間以降減疫情接觸。
H.存摺存款系統管控措施之擴充及整合,以減輕櫃員作業負擔。
(A)存提轉三合一檢核控管(特殊國別之客戶交易管控、增加代理人交易、既有法人
客戶之實質受益人為指定制裁對象之控管)。
(B)為管控客戶非臨櫃交易支出,存摺共通存提轉提款及連動,增加判斷除行外代
收付戶、傳真指示戶、備償戶,其餘非臨櫃支出之客戶需登打「非臨櫃支出原
因」。
(C)拒絕開戶等控管項目(增加存提款、開戶交易控管及設定後之追蹤管控系統)。
(D)配合會計師AML/CFT專案查核所提建議事項進行改善作業。
I.補摺機集中管理系統資安強化:為因應Windows作業系統、SQLServer資料庫
軟體版本提升,及資訊安全相關議題,進行本行補摺機系統提昇。
J.優化企業網路銀行服務:企業網路銀行新增外幣整批非約定轉帳功能,提供企業
客戶整批帳務處理由臨櫃交易轉移至網路銀行辦理,有效降減分行臨櫃作業量並
提升客戶便利性。
K.外匯系統提升案:外匯系統各項優化功能,將可減化外匯系統流程及提升即時備
援能力。
L.外幣放款收息、還本、變更利率原人工作業改由系統取代:外幣放款原收息方式
有提供到期及固定日收息,增加指定日及相對日二個選項。
M.外幣網銀水單列印:臨櫃交易可在網銀列印水單,提供網銀客戶更便利之服務。
N.外幣網銀一扣多入整批作業:提供網銀客戶整批自行轉帳一扣多入非約定轉帳功
能。
O.衍生性金融商品財務資訊系統:提供多樣化商品交易與風險控管機制。
P.海外股票ETF系統優化作業:股權型商品(ETF、境外普通股與特別股)新增一次
下單多次撮合之長效單功能,並開放為24小時交易,能讓投資人有更多的時間
因應即時的國際重大事件,來迅速反應在投資交易上。
Q.企金平台建置:第一階段票繳息部分已上線,方便企金人員查詢及建立相關資料,
無須再使用金融端末做相關登打及查詢,使用上對於消金人員更為便利,並持續
TAICHUNGBANK2021ANNUALREPORT
89"
2812,台中銀,110,2812_110,1133,104,"七、重要契約
契約性質
當事人
契約起迄日期
主要內容
限制
條款
勞務採購合約余曉嵐建築師事務所
105.01.05~興建完成
新總行大樓新建工程委託
規劃設計監造技術服務
無
工程採購合約
達欣工程(股)公司
義力營造(股)公司
108.03.29~112.06.05|新總行大樓新建工程
無
財物採購合約|精誠軟體服務(股)公司109.05..22~111.02.16
擴充雲端儲存設備及新建
異地備援專案
無
諮詢合約
資通電腦股份有限公司109.02.01~110.01.31SWIFT顧問諮詢服務
無
租賃合約
台灣美訊國際通訊
網路服務(有)公司
107.07.13~110.07.13|SWIFT網路設備及線路
無
維護合約
三商電腦(股)公司
110.01.01~112.12.31|ATM及自動補摺機維護費
無
維護合約
台灣恩益禧(股)公司
108.01.01~112.12.31|跨行介面軟體體維護
無
維護合約
台灣恩益禧(股)公司
108.01.01~110.12.31|外匯主機異地備援系統服務
無
維護合約
台灣恩益禧(股)公司
110.01.01~110.12.31|外匯主機系統更新維護
無
維護合約
台灣恩益禧(股)公司
107.03.21~110.03.20|內部雲端環境儲存空間設備
無
維護合約
台灣恩益禧(股)公司
107.09.15~110.09.14|NX7700i主機系統設備維護
無
服務合約
台灣士瑞克保全(股)公司108.09.01~110.08.31|總行駐衛警
無
服務合約
台灣士瑞克保全(股)公司108.09.01~110.08.31
營業單位警衛保全人員
無
服務合約
立保保全(股)公司
109.06.01~110.05.31
資金運送委外
無
服務合約
立保保全(股)公司
安豐企業(股)公司
109.03.04~111.03.03|ATM運換鈔及排障服務
無
服務合約
新加坡商德安中華
(有)公司台灣分公司
109.07.01~111.06.30
票據及其他文件委外遞送
無
服務合約
勤業眾信聯合
會計師事務所
109.08.12~110.08.11
機器人流程自動化(RPA)顧
問服務
無
服務合約
倍力資訊(股)公司
109.08.24~110.08.23
機器人流程自動化(RPA)租
賃服務
無
八、證券化商品類型及相關資訊:無。
100
TAICHUNGBANK2021ANNUALREPORT"
2812,台中銀,111,2812_111,1132,80,"(十四)最近年度及截至年報刊印日止,董事對董事會通過重要決議有不同意見且有紀錄
或書面聲明者:無。
(十五)最近年度及截至年報刊印日止,與財務報告有關人士(包括董事長、總經理、財務
主管、會計主管、內部稽核主管及公司治理主管等)辭職解任情形:無。
五、簽證會計師公費資訊
單位:新臺幣仟元
會計師
事務所名稱
會計師姓名
會計師
查核期間
審計
非審計公費
公費
(註)
合計
備註
勤業眾信
聯合會計師
劉書琳
勤業眾信聯合會計師事
111年度
6,350
11,852
18,202
務所為維持會計師獨立
事務所
王攀發
性,並落實事務所會計
師內部輪調之機制。
註:非審計公費服務內容條委託:
勤業眾信聯合會計師事務所,進行內部控制(包括個人資料保護)協議程序審查、遵循美國海外
帳戶稅收遵循法案及金融機構執行共同申報及盡職審查作業辦法遵循檢查及諮詢服務、營業
稅溢繳申請退稅案、資訊安全管理制度委任專案服務、機器人流程自動化RPA顧問服務、營
利事業所得稅查核簽證申報、資本適足與風險管理揭露複核、防制洗錢暨打擊資恐顧問諮詢維
護專案、行動應用APP資安檢測服務費、盈餘轉增資發行新股、非擔任主管職之全時員工薪
資複核、永續報告書有限確信查證、辦理現金增資服務公費、營運持續管理系統導入顧問服務
案、併購美國大陸銀行防制洗錢及法令遵循覆核及營業稅直扣法查核費。
(一)更換會計師事務所且更換年度所支付之審計公費較更換前一年度之審計公費減少者,
其更換前後審計公費金額及原因:無。
(二)審計公費較前一年度減少達10%以上者:無。
六、更換會計師資訊:
(一)關於前任會計師者
更換日期
111年2月24日董事會通過
更換原因及說明
勤業眾信聯合會計師事務所為維持會計師獨立性,並
落實事務所會計師內部輪調之機制。
當事人
說明係委任人或會計師終止或
情況
會計師
委任人
不接受委任
主動終止委任
不適用
不適用
不再接受(繼續)委任
不適用
不適用
最新兩年內簽發無保留意見以
外之查核報告書意見及原因
無
與本公司有無不同意見
無
其他揭露事項
(本準則第十條第六款第一目之
無
四應加以揭露者)
(二)關於繼任會計師者
事務所名稱
勤業眾信聯合會計師事務所
會計師姓名
劉書琳、王攀發
委任之日期
111年2月24日董事會通過
委任前就特定交易之會計處理方法或會計原則及
對財務報告可能簽發之意見諮詢事項及結果
無
繼任會計師對前任會計師不同意見事項之書面意見
無
73|參、公司治理報告"
2812,台中銀,111,2812_111,1321,97,"伍、營運概況
一、業務內容
(一)各業務別經營之主要業務
1、存款業務
辦理存摺存款、支票存款、存單存款及可轉讓定期存單等業務。
2、企業金融業務
推行有關各種企業融資(一般貸款、專案貸款及政策性貸款)、聯貸業務及國際貿易融
資等業務。
3、消費金融業務
辦理房屋貸款、消費者貸款(包含二順位房貸及小額信貸)、汽車貸款、信用卡業務等
業務。
4、外匯業務
辦理進口、出口、匯兌及外幣存款與放款等業務。
5、財富管理業務
依客戶需求作財務規劃或資產配置,提供本行合法經營之各種金融商品及服務。
6、數位金融業務
綜理全行數位金融科技發展策略,推行數位金融服務相關業務,如個人/企業網路銀
行、行動銀行、網路ATM、支付業務拓展、OpenAPI應用及RPA應用服務等業務。
7、信託業務
辦理特定金錢信託投資國內外有價證券、有價證券簽證、不動產相關信託、預收款
信託、特定單獨管理運用金錢信託、樂活安養信託、保險金信託及證券投資信託基
金之保管銀行等業務。
8、投資業務
辦理臺外幣資金調度、外匯交易、有價證券買賣及長期股權投資等業務。
9、金融商品行銷業務
依客戶避險及投資需求,提供多元化財務操作工具及財務諮詢服務。
(二)各業務資產及(或)收入占總資產及(或)收入之比重及其成長與變化情形
1、存款業務
單位:新臺幣仟元;%
期間
111.12.31
110.12.31
項目
金額
比率
金額
比率
增(減)額
增(減)率
活期性
支票存款
11,528,762
1.68
11,427,355
1.73
101,407
0.89
存款
活期存款
197,643,159
28.84
194,760,576
29.45
2,882,583
1.48
(註1)
活期儲蓄存款
162,103,208
23.65
160,450,666
24.26
1,652,542
1.03
小計
371,275,129
54.17
366,638,597
55.43
4,636,532
1.26
定期性
定期存款
135,813,254
19.82
140,790,464
21.29
(4,977,210)
(3.54)
存款
定期儲蓄存款
178,202,610
26.00
153,899,040
23.27
24,303,570
15.79
(註1)
小計
314,015,864
45.82
294,689,504
44.56
19,326,360
6.56
其他
郵匯局轉存款
(註2)
53,687
0.01
53,687
0.01
0.00
合計
685,344,680
100.00
661,381,788
100.00
23,962,892
3.62
註1:活期性存款及定期性存款含外匯存款及公庫存款。
註2:郵匯局轉存款含國發基金搭配轉存款。
TAICHUNGBANK2022ANNUALREPORT|90"
2812,台中銀,111,2812_111,1236,106,"(C)海外股票ETF系統優化作業:股權型商品(ETF、境外普通股與特別股)新增一
次下單多次撮合之長效單功能,並開放為24小時交易,讓投資人能即時因應
國際重大事件、迅速反應於投資交易上。
(D)OBU與納閩分行損益自111年起改採每月拋補部位:為避免年底OBU及納閩
分行損益,因匯率波動大而造成匯損,調整OBU及納閩分行每月之損益結轉
作業。
(E)員工數位學習系統:提供行員更多元學習管道、減少同仁舟車往返之勞頓與交
通成本,不受時間與空間限制,強化員工職能、提升人員素質。
(F)機器人流程自動化(RPA):導入全新應用工具UiPath優化內部作業流程,完成
建置「稅務及會計新聞每日搜尋」、「債權憑證時效中斷流程」等流程自動化作
業,並持續規劃、建置更多RPA自動化作業腳本,輔助日常人工作業。
(G)數據分析技術應用-網路銀行外幣交易客群預測及技術模型:透過數據分析與
預測模型建置,推測客戶的外幣產品偏好,達到個人化推薦與精準行銷目的。
(H)簡訊系統優化及提升專案:配合主管機關,辦理本行現行簡訊系統版本優化及
提升作業,將交易類及行銷類簡訊區分不同門號發送。
B.ATM服務優化
(A)ATM新增多國語言介面:配合主管機關,除原先中英文介面外,於ATM新增
多國語言(含日文、韓文、泰文、越南文及印尼文)交易介面,提供提款、存款、
轉帳、餘額查詢、密碼變更、預借現金等6項常用功能。
(B)ATM轉帳交易通知設定:實體ATM轉帳交易達新臺幣一萬元以上交易,新增
客戶可自行設定是否接收或取消通知。
(C)ATM視障語音功能:新增20台ATM視障語音服務,客戶依語音導引指示即
可完成提款、轉帳、餘額查詢等功能服務,並提供「遮蔽交易畫面」功能保護
隱私與帳戶安全性。
(D)ATM重設網路銀行/行動銀行密碼功能:全臺ATM新增「網路銀行/行動銀行
密碼重設」服務,客戶可透過三道安全機制(金融卡、身分核驗、簡訊OTP)完
成網路銀行密碼重設。
(E)手機門號跨行轉帳:客戶可於本行ATM及網路銀行,將手機門號綁定金融帳
號作為收款帳號,取代原有冗長的銀行存款帳號,提供客戶便利之轉帳服務新
選擇。
(F)補摺服務優化:提升補摺時頁碼判斷正確率及自動翻頁流暢度,提供更便捷及
順暢的客戶補摺服務。
C.資訊安全及反詐騙
(A)網頁應用程式防火牆建置專案:為強化本行網頁應用程式安全性,已完成網頁
應用防火牆系統建置作業。
(B)偵測偽冒網站及行動應用程式(APP)機制服務專案:委由外部機構協助進行偽
冒網站及行動APP偵測作業,並辦理相關惡意網站及行動APP下架作業,強
化本行網站安全性並降低客戶遭惡意偽冒網站詐騙之風險。
(C)配合警政署推動「疑涉詐欺境外金融帳戶預警機制」:外匯系統匯出匯款新增
疑涉詐欺境外金融帳戶預警機制功能,防止客戶遭詐騙風險。
99|伍、營運概況"
2834,臺企銀,111,2834_111,820,9,"總經理張志堅
3.在創新產品方面：
(1)持續開發創新產品，提供更便利服務
①開放本行既有存款客戶得以無卡方式申請第二類數位存款帳戶。
②開辦線上申請第一、二及三類外幣數位存款帳戶。
③於行動銀行APP提供Wi-Fi安全偵測服務、網路銀行及行動銀行新增跨境鎖及夜間鎖
功能服務。
④於行動銀行提供綜合所得稅手機報稅串接行動支付(台灣Pay)繳稅服務功能。
⑤於行動銀行APP提供「跨行ATM無卡提款功能」。
⑥開辦「icashPay電子支付帳戶綁定連結存款帳戶」服務。
⑦於享e貸客戶線上進件流程導入流程自動化機器人(RPA)。
⑧推出智能語音小幫手iMoney，提供客戶常用金融服務(如：查詢、轉帳及語音導航
等)。
⑨提供客戶於「金尉公司『CWMoney』APP匯率、定儲利率及分
行資訊查詢」服務、「臺灣集中保管結算所股份有限公
司『集保e手掌握』APP-消費者資訊查詢」服務。
(2)開發符合社會趨勢潮流之商品，提供客戶多元服務
①為提升本行證券行動下單服務品質，升級「E點
成金APP數位服務」，建置競價拍賣、智慧選股
等多元化服務功能，以滿足各客層投資理財需求。
②配合證券交易所新制及符合客戶下單需求，針對
「盤中零股交易」業務，自111年7月起調降零股
電子交易最低手續費為1元，以提升小額投資
人投資意願。
③配合政府鼓勵生育政策，特推出「金好孕」
及「添好孕」消費性貸款，俾期提升國人生
育率。截至111年12月底，累計撥款戶數
1,712戶，金額為新臺幣6.69億元。
4.在擴大通路服務範疇方面：
(1)為提供更優質完善的金融服務，111年7月
25日完成埔墘分行遷址。
(2)為響應政府「2030雙語國家政策發展藍圖」
打造友善雙語金融服務環境，本行截至2022
年底共轉置50家分行為雙語分行；2023
年將再轉置25家分行，預計至2025年
底前全面轉置所有分行為雙語分行。
致
股
東
報
告
書
壹
07
"
2834,臺企銀,110,2834_110,1369,96,"⑨智能理財系統建置:利用AI人工智能科技，提供機器人理財業務，讓年輕小資族或是
投資新手也能獲得專業的投資理財建議，達到普惠金融，預計112年第二季完成。
⑩引進自動化流程機器人:簡化本行作業流程，引進RPA機器人，協助在報表製作、資
料抓取、申辦流程等之服務，以提高效能，預計111年第四季完成。
⑪即時決策系統:將客戶分群或是從各時間點蒐集到的數據量作為基礎。配合即時性的
情境資料與解析，進而在客戶需要服務的時候能立即捉住這個時機點，達到個人化服
務，預計112年第四季完成。
⑫本行官網改版:規劃導入最新網頁架構，強化UIUX，以客戶視角/習慣/需求進行網
站規劃從服務轉向銷售，並導入後臺管理，提升管理效能，預計112年第一季完成。
⑬整合線上申請平台:重建線上開戶、貸款及辦卡平台與產品包裝，並重視UI使用者介
面、UX使用者體驗等設計，提供更彈性，更有效率的服務，給客戶有全新的體驗，
預計112年第二季完成。
⑭訊息通知整合平台:訊息整合通知集中機制作業，以滿足客戶端服務項目不足並統一
管理本行訊息發送管道，以利後續本行行銷及客戶服務之推動，預計112年第四季
完成。
⑮ACH閘道服務平台功能擴充:透過新增eDDA和eACH之服務及功能(如網銀雙因機
制及銀行帳號資訊確認等)，提供本行台幣存款客戶更多元的扣款授權方式，企業用戶
亦可透過本行系統進行扣款及入帳交易，以提升本行市場競爭力並滿足客戶需求，預
計112年第四季完成。
⑯建構語音機器人之電話外撥(OutBound)服務:結合現行IVR傳統電話語音服務，導
入電話語音機器人外撥作業，採用自動化或半自動化應答方式協同處理銀行服務，預
計112年第四季完成。
⑰優化財富管理系統並新增海外債相關功能，其業已完成上線，更能有效分析及比對客
戶投資目標與習慣，提升客戶服務。
(4)智慧財產管理計畫揭露
①智慧財產管理計畫:本行致力金融科技創新，除整合各部門資源，鼓勵員工積極創新
外，並擬訂結合公司營運目標之智慧財產權計畫，重視客戶金融服務體驗及滿意度，
進而提升銀行產品價值及獲利能力，同時保障營業密及研發成果，累積智慧財產權能
量，以提升銀行競爭力。
A.專利管理:本行配合各項技術研發進行專利佈局，除了對專利提案人給予鼓勵外，
並列入員工績效考核之參考，以刺激各項專利提案，同時聘任外部專利法律事務所
協助審核，提出智慧財產權案件申請規劃，並積極落地實行，相關專利主要用於大
數據分析、金融憑證、自動化服務等，在研發過程中也會委託外部專利事務所進行
專利檢索，以規劃專利布局，降低銀行侵權風險。
B.營業秘密管理:為加強營業秘密管理，本行工作規則及行員就職約定書規定如下：
(A)對於本行業務機密及客戶資料應予保守祕密，不得對外洩漏。
(B)因職務關係所獲悉或持有之未公開資訊、業務機密及客戶資料，願恪遵保密義
務，無論執行職務及異動或離職後均不得違法使用，如有違反致公司蒙受損
失，願受公司解僱及負賠償責任。
(C)在任職期間內，基於職務或與業務有關，單獨或共同研究發展或創作之著作或
與職務、業務相關之衍生著作，編輯著作，或其他智慧財產權（包括專利權）
均以公司為著作人或專利權人，並承諾在任職期間所從事之一切創作，均係自
94
臺灣企銀一一〇年年報
"
2834,臺企銀,109,2834_109,1378,90,"88
臺灣企銀一〇九年年報
5.數位金融業務
(1)數位通路全面升級，重視用戶體驗，滿足客戶需求
①數位通路平台改版與優化：重視客戶需求，以客為本，持續升級優化與開發創新功能
於網路銀行、行動銀行、企業網路銀行，提高客戶滿意度與實動戶數。
②官網改版與優化：導入最新網頁架構，強化UIUX，以客戶視角/習慣/需求進行網站
規劃從服務轉向銷售，並導入後臺管理，提升管理效能。
③強化客戶體驗工程：打造APP推播平台，擴增客戶剛需業務服務項目。
(2)導入流程數位化，推展行動支付，擴大銷售動能
①重建線上開戶平台與產品包裝：重建線上開戶平台，規劃新增第三類數位存款帳戶及
外幣數位存款帳戶，並設計全新產品包裝以增加客戶數、存款量及各產品交易量。
②打造線上貸款平台與產品包裝：擴大享e貸線上貸款平台，新增個人戶新戶線上申
請，並規劃整合個人信貸/房貸/企業融資之全產品。
③重建線上辦卡平台與產品包裝：重建線上辦卡平台，規劃導入後台徵審優化以利快速
發卡，包含OCR上傳、即時送件、獨立線上專線、系統派件、額度建模等。
④台灣Pay紅利積點平台(第二階段)：活化紅利點數之累點方式與扣抵方式，實現客
戶與客戶間「點數移轉贈送」，及「限量搶點」、「特定交易點數翻倍贈」、「點數兌好
禮」等各類活動型式之系統設定，提高民眾累點意願，進而帶動業務成長。
⑤台灣PAY支援交通碼交易：提供民眾於搭乘公車、捷運等公共運輸交通工具時，可使
用本行行動銀行台灣Pay出示交通碼QRCode，於乘車閘門或機台掃碼支付車資。
⑥台灣PAY收單結合電子支付跨構共用平台：規劃本行台灣Pay特約商店收款模式得另
擴增可受理電子支付機構錢包平台支付作業，以達本行特店得與電子支付機構交易金
流互聯互通。
(3)運用大數據分析，發展數位行銷，便捷金融服務
①發展LINE官方帳號：導入個人化功能，提供客制化服務，並設計本行吉祥物及LINE
貼圖，吸引民眾下載，擴大LINE好友數與影響力，增加本行品牌知名度。
②擴大粉絲團經營與粉絲數：啟動粉絲團轉型與年輕化經營，加速擴大粉絲團粉絲數，
積極提升社群聲量。
③數位行銷與品牌形象塑造：導入最新數位行銷手法來接觸客戶，善用線上廣宣媒體發
展與新型態線上活動，打造與提升本行數位品牌形象，並積極對外報獎參賽或參加展
覽。
④大數據分析與個人化服務：利用大數據分析進行客群分析、客戶行為預測、推薦與風
險預防，並於網銀、官網、智能客服等平台導入個人化服務，同時進行精準行銷。
⑤行動銀行智慧語音指令服務：於本行行動銀行常用金融服務(如：查詢、轉帳及繳費
等)，使用語音辨識技術及自然語意分析技術，透過智慧語音、文字雙模互動對談方
式，理解客戶交易指示後，引導客戶完成金融交易服務。
⑥推播平台：透過推播平台將各類型之訊息採個人化發送，如交易通知、驗證通知、行
銷活動通知等，整合各項業務之推播需求，提高訊息發送之系統效率與精準度。
(4)發展創新金融科技，推動數位轉型，建造智能金融
①導入RPA機器人流程自動化：為簡化本行作業流程，規劃引進RPA機器人，協助在
報表製作、資料抓取、申辦流程等之服務，以提高效能。
②OPENAPI：發展OPENAPI，尋找各類型的策盟與TSP業者進行OPENAPI合作，
以擴大銀行業務深入客戶生活中。
"
2834,臺企銀,109,2834_109,1336,97,"營
運
概
況
伍
95
61109年12月31日簽核新種信託客戶資訊查詢功能採購案，以因應信託商品類型多元
發展趨勢，並保護消費者權益事項。
62提升行動銀行效能，強化客戶使用體驗，新版行動銀行於109年12月31日進行第一
階段開放。
63提供客戶使用本行存款帳戶對一卡通與LINEPAY公司合作之「LINEPAYMONEY電
子支付帳戶」進行款項儲值或提領功能，於109年12月31日辦理系統上線。
64開放台灣PAY紅利點服務，提供客戶即時積點及兌換服務，以提高使用意願，於109
年12月31日辦理系統上線。
65金融專利：為發展金融科技，截至109年12月底本行向經濟部智慧財產局申請專利
權共39件(含新型專利20件、發明專利19件)，已核准專利權共26件(含新型專
利16件、發明專利10件)。
(3)未來研究發展計畫及預計投入之研究費用
①110年度研究發展預算為42,367千元。
②為強化本行債券交易系統備援機制與配合櫃買中心等殖成交資訊作業系統升級，於
110年1月辦理債券等殖成交系統「資訊伺服器」軟硬體採購及升級。
③預計110年2月完成通過電子銀行系統營運持續(ISO22301)認證。
④預計110年第1季導入流程機器人(RPA)，運用於替代防制洗錢及打擊資恐告警調查
所需大量重複查詢之人力流程。
⑤預計110年5月完成DDoS防禦設備建置，防禦駭客組織DDoS耗盡系統資源，並蒐
集全球惡意程式相關之資安情資，以阻擋惡意攻擊行為。
⑥本行官網改版：預計於110年第二季啟動官網大改版，規劃導入最新網頁架構，強化
UIUX，以客戶視角/習慣/需求進行網站規劃從服務轉向銷售，並導入後臺管理，提
升管理效能。
⑦線上延時換匯服務，提供客戶於一般網路銀行及行動銀行之換匯交易延時，由15：30
延長至19：00，預計110年第三季完成。
⑧為提升國內作業中心辦理法扣、法查作業流程效率，降低人工作業風險，擬建置「法
扣及法查集中作業管理系統」案，俾有效控管作業流程與時效，維護本行權益，法查
作業預計110年第二季完成、法扣作業預計110年第四季完成。
⑨線上貸款平台：擴大享e貸線上貸款平台，新增個人戶新戶線上申請，並規劃整合個
人信貸/房貸/企業融資之全產品，預計110年第四季完成。
⑩導入RPA流程機器人：簡化本行作業流程，規劃引進RPA機器人，協助在報表製
作、資料抓取、申辦流程等之服務，以提高效能，預計110年第四季完成。
⑪預計110年第3季完成儀表板智能預測監控管理平台、資料分析系統、資料中心應用
分析發展。
⑫與TSP洽談OPENAPI合作：本行發展OPENAPI，將挑選適合的TSP業者進行推
展第一階段銀行資訊API，將本行資訊置入客戶生活圈；第二、三階段為客戶資訊與
交易，將慎選合作業者，並持續洽談業務互惠模式及評估開放API雙方合作可行性，
預計110年將會與三家TSP業者合作。
⑬智能客服系統提升：進行智能客服2.0計劃，先進行改版優化，呈現圖文顯示與精準
互動，預計110年第三季完成，再持續導入Chatbot商務式對談，引入銷售行為模
式，拓展外匯、信用卡、貸款、開戶等業務，並導入個人帳務查詢服務。
"
2834,臺企銀,109,2834_109,1226,101,"營
運
概
況
伍
99
五、資訊設備
︱一︱主要硬體設備：中心帳務主機、外匯主機、基金主機、主機自動磁帶館、主機虛擬
磁帶館、主機磁碟機、主機雷射印表機、開放式系統磁碟機、開放式系統磁帶館、
開放式系統虛擬磁帶館、開放式系統伺服器、網路設備。
︱二︱主要資訊系統：存款系統、放款系統、匯兌系統、外匯系統、信用卡系統、會計總
帳系統、電子銀行資訊系統、櫃員端末系統、全行印鑑連線比對系統、自動櫃員機
系統、自動櫃員機監控系統、託收票據及匯出匯款集中作業系統、報表管理查詢系
統、CRM客戶關係管理系統、數位分行系統、AML系統、基金系統、財富管理系統
及海外分行系統等。
︱三︱資訊作業計畫
1.持續進行資訊基礎建置，強化資安防禦能力，提供安全穩定的維運。
2.推動業務流程改造及數位金融發展，導入創新開發技術，取代高重複性人工作業及整合跨系統
業務流程，包含徵審流程人工查詢流程簡化、RPA輔助AML告警作業簡化，人力可運用於金融
數位服務之創新開發及推展，改善企業人力結構。
3.建置OpenBanking平台，管理本行API服務及安全性，並開發OpenAPI第二階段相關功能，
提供存款、信用卡等帳戶資料查詢功能，以發展本行開放銀行業務。
4.發展資料中心應用，持續建設資料中心基礎架構，包含資料倉儲軟體汰換、擔保品地址正規化
及資料分析應用，包含客戶單一視圖自主分析、提供企業輿情及負面新聞預警、導入資料分析
工具及應用於客戶屬性關聯分群貼標等。
︱四︱資訊作業緊急備援與安全防護措施
1.中心主機備援

本行營運中心設置在林口，另於台北建置異地備援中心。109年4月已完成同地備援雙主機平
行處理(SYSPLEX)機制建置，核心系統架構為同地雙主機備援暨異地主機備援，資料儲存採
同地雙磁碟機備援及異地磁碟機備援，可避免因單一主機或磁碟機組故障造成營運中斷及資料
毀損，確保資料安全，提升系統可用度及營運不中斷，同時降低CPU使用率，有效縮短連線
回應時間。另為加強人員對操作程序之熟練度及驗證文件之完整性，每年執行異地備援演練二
次。
2.營業單位備援

營業單位建置有備援網路；另連線系統遇有事故無法作業時，可攜帶相關文件至鄰近分行處
理。
3.防範電腦病毒及駭客入侵本行電腦設備
(1)設有垃圾郵件過濾及郵件惡意程式攔截機制，同時全面禁止使用外部郵件帳號，並通函各
單位辦理內部控管作業。
(2)建置網際網路防火牆、內部伺服器區防火牆，採用雙防火牆機制、架構入侵防禦系統
(IntrusionPreventionSystem,IPS)，監控進入DMZ區(如網路銀行、入口網站、線上融
資系統等)、伺服器區(如應用伺服器、資料庫伺服器等)及行員對外網站所有連線，加
強資通安全防護。
(3)建置全行網段區隔及防火牆，管控網段間之網路連線、物聯網設備跨網段存取及連線至網
際網路，避免資訊設備遭植入惡意程式後造成病毒移動感染影響全行營運。
"
